ICD-10 113 Cause List,ICD-10 113 Cause List Code,State,State Code,Gender,Gender Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Deaths,Population,Crude Rate
Chronic lower respiratory diseases,GR113-082,Oklahoma,40,Male,M,15-24 years,15-24,40,5257597,0.8
Chronic lower respiratory diseases,GR113-082,Oklahoma,40,Male,M,25-34 years,25-34,53,4729399,1.1
Chronic lower respiratory diseases,GR113-082,Oklahoma,40,Male,M,35-44 years,35-44,109,4595607,2.4
Chronic lower respiratory diseases,GR113-082,Oklahoma,40,Male,M,45-54 years,45-54,776,4629285,16.8
Chronic lower respiratory diseases,GR113-082,Oklahoma,40,Male,M,55-64 years,55-64,2983,3770513,79.1
Chronic lower respiratory diseases,GR113-082,Oklahoma,40,Male,M,65-74 years,65-74,6558,2459244,266.7
Chronic lower respiratory diseases,GR113-082,Oklahoma,40,Male,M,75-84 years,75-84,8007,1312570,610
Chronic lower respiratory diseases,GR113-082,Oklahoma,40,Male,M,85+ years,85+,4049,374806,1080.3
Chronic lower respiratory diseases,GR113-082,Oregon,41,Female,F,15-24 years,15-24,10,4673086,0
Chronic lower respiratory diseases,GR113-082,Oregon,41,Female,F,25-34 years,25-34,28,4780434,0.6
Chronic lower respiratory diseases,GR113-082,Oregon,41,Female,F,35-44 years,35-44,90,4831344,1.9
Chronic lower respiratory diseases,GR113-082,Oregon,41,Female,F,45-54 years,45-54,482,5074137,9.5
Chronic lower respiratory diseases,GR113-082,Oregon,41,Female,F,55-64 years,55-64,1929,4407562,43.8
Chronic lower respiratory diseases,GR113-082,Oregon,41,Female,F,65-74 years,65-74,4578,2889614,158.4
Chronic lower respiratory diseases,GR113-082,Oregon,41,Female,F,75-84 years,75-84,6852,1837317,372.9
Chronic lower respiratory diseases,GR113-082,Oregon,41,Female,F,85+ years,85+,4902,906561,540.7
Chronic lower respiratory diseases,GR113-082,Oregon,41,Male,M,15-24 years,15-24,15,4882514,0
Chronic lower respiratory diseases,GR113-082,Oregon,41,Male,M,25-34 years,25-34,25,4955430,0.5
Chronic lower respiratory diseases,GR113-082,Oregon,41,Male,M,35-44 years,35-44,74,4926615,1.5
Chronic lower respiratory diseases,GR113-082,Oregon,41,Male,M,45-54 years,45-54,477,4971828,9.6
Chronic lower respiratory diseases,GR113-082,Oregon,41,Male,M,55-64 years,55-64,1892,4181814,45.2
Chronic lower respiratory diseases,GR113-082,Oregon,41,Male,M,65-74 years,65-74,4515,2621053,172.3
Chronic lower respiratory diseases,GR113-082,Oregon,41,Male,M,75-84 years,75-84,6414,1399281,458.4
Chronic lower respiratory diseases,GR113-082,Oregon,41,Male,M,85+ years,85+,3944,470860,837.6
Chronic lower respiratory diseases,GR113-082,Pennsylvania,42,Female,F,1-4 years,4-Jan,10,5377210,0
Chronic lower respiratory diseases,GR113-082,Pennsylvania,42,Female,F,5-14 years,14-May,38,14618606,0.3
Chronic lower respiratory diseases,GR113-082,Pennsylvania,42,Female,F,15-24 years,15-24,50,15911250,0.3
Chronic lower respiratory diseases,GR113-082,Pennsylvania,42,Female,F,25-34 years,25-34,91,14654596,0.6
Chronic lower respiratory diseases,GR113-082,Pennsylvania,42,Female,F,35-44 years,35-44,297,16273987,1.8
Chronic lower respiratory diseases,GR113-082,Pennsylvania,42,Female,F,45-54 years,45-54,1496,17677678,8.5
Chronic lower respiratory diseases,GR113-082,Pennsylvania,42,Female,F,55-64 years,55-64,4772,14740709,32.4
Chronic lower respiratory diseases,GR113-082,Pennsylvania,42,Female,F,65-74 years,65-74,12454,10469192,119
Chronic lower respiratory diseases,GR113-082,Pennsylvania,42,Female,F,75-84 years,75-84,23138,7825090,295.7
Chronic lower respiratory diseases,GR113-082,Pennsylvania,42,Female,F,85+ years,85+,20750,3801772,545.8
Chronic lower respiratory diseases,GR113-082,Pennsylvania,42,Male,M,1-4 years,4-Jan,11,5619974,0
Chronic lower respiratory diseases,GR113-082,Pennsylvania,42,Male,M,5-14 years,14-May,46,15328366,0.3
Chronic lower respiratory diseases,GR113-082,Pennsylvania,42,Male,M,15-24 years,15-24,76,16447296,0.5
Chronic lower respiratory diseases,GR113-082,Pennsylvania,42,Male,M,25-34 years,25-34,133,14755248,0.9
Chronic lower respiratory diseases,GR113-082,Pennsylvania,42,Male,M,35-44 years,35-44,255,15985560,1.6
Chronic lower respiratory diseases,GR113-082,Pennsylvania,42,Male,M,45-54 years,45-54,1419,17139322,8.3
Chronic lower respiratory diseases,GR113-082,Pennsylvania,42,Male,M,55-64 years,55-64,5473,13793115,39.7
Chronic lower respiratory diseases,GR113-082,Pennsylvania,42,Male,M,65-74 years,65-74,13318,8827260,150.9
Chronic lower respiratory diseases,GR113-082,Pennsylvania,42,Male,M,75-84 years,75-84,21502,5280889,407.2
Chronic lower respiratory diseases,GR113-082,Pennsylvania,42,Male,M,85+ years,85+,14175,1687720,839.9
Chronic lower respiratory diseases,GR113-082,Rhode Island,44,Female,F,35-44 years,35-44,15,1419998,0
Chronic lower respiratory diseases,GR113-082,Rhode Island,44,Female,F,45-54 years,45-54,117,1504236,7.8
Chronic lower respiratory diseases,GR113-082,Rhode Island,44,Female,F,55-64 years,55-64,443,1196297,37
Chronic lower respiratory diseases,GR113-082,Rhode Island,44,Female,F,65-74 years,65-74,986,800115,123.2
Chronic lower respiratory diseases,GR113-082,Rhode Island,44,Female,F,75-84 years,75-84,1811,614268,294.8
Chronic lower respiratory diseases,GR113-082,Rhode Island,44,Female,F,85+ years,85+,1868,337148,554.1
Chronic lower respiratory diseases,GR113-082,Rhode Island,44,Male,M,35-44 years,35-44,16,1362163,0
Chronic lower respiratory diseases,GR113-082,Rhode Island,44,Male,M,45-54 years,45-54,100,1414496,7.1
Chronic lower respiratory diseases,GR113-082,Rhode Island,44,Male,M,55-64 years,55-64,364,1105131,32.9
Chronic lower respiratory diseases,GR113-082,Rhode Island,44,Male,M,65-74 years,65-74,928,670923,138.3
Chronic lower respiratory diseases,GR113-082,Rhode Island,44,Male,M,75-84 years,75-84,1599,403700,396.1
Chronic lower respiratory diseases,GR113-082,Rhode Island,44,Male,M,85+ years,85+,1121,141568,791.8
Chronic lower respiratory diseases,GR113-082,South Carolina,45,Female,F,5-14 years,14-May,22,5499849,0.4
Chronic lower respiratory diseases,GR113-082,South Carolina,45,Female,F,15-24 years,15-24,27,5892751,0.5
Chronic lower respiratory diseases,GR113-082,South Carolina,45,Female,F,25-34 years,25-34,44,5647128,0.8
Chronic lower respiratory diseases,GR113-082,South Carolina,45,Female,F,35-44 years,35-44,176,5894104,3
Chronic lower respiratory diseases,GR113-082,South Carolina,45,Female,F,45-54 years,45-54,855,6116695,14
Chronic lower respiratory diseases,GR113-082,South Carolina,45,Female,F,55-64 years,55-64,2645,5324086,49.7
Chronic lower respiratory diseases,GR113-082,South Carolina,45,Female,F,65-74 years,65-74,5505,3719156,148
Chronic lower respiratory diseases,GR113-082,South Carolina,45,Female,F,75-84 years,75-84,7254,2154523,336.7
Chronic lower respiratory diseases,GR113-082,South Carolina,45,Female,F,85+ years,85+,4975,881350,564.5
Chronic lower respiratory diseases,GR113-082,South Carolina,45,Male,M,1-4 years,4-Jan,13,2214169,0
Chronic lower respiratory diseases,GR113-082,South Carolina,45,Male,M,5-14 years,14-May,31,5721205,0.5
Chronic lower respiratory diseases,GR113-082,South Carolina,45,Male,M,15-24 years,15-24,35,6162199,0.6
Chronic lower respiratory diseases,GR113-082,South Carolina,45,Male,M,25-34 years,25-34,37,5556863,0.7
Chronic lower respiratory diseases,GR113-082,South Carolina,45,Male,M,35-44 years,35-44,136,5666049,2.4
Chronic lower respiratory diseases,GR113-082,South Carolina,45,Male,M,45-54 years,45-54,768,5708373,13.5
Chronic lower respiratory diseases,GR113-082,South Carolina,45,Male,M,55-64 years,55-64,2935,4773581,61.5
Chronic lower respiratory diseases,GR113-082,South Carolina,45,Male,M,65-74 years,65-74,6178,3192929,193.5
Chronic lower respiratory diseases,GR113-082,South Carolina,45,Male,M,75-84 years,75-84,7446,1501877,495.8
Chronic lower respiratory diseases,GR113-082,South Carolina,45,Male,M,85+ years,85+,3606,379058,951.3
Chronic lower respiratory diseases,GR113-082,South Dakota,46,Female,F,35-44 years,35-44,12,944471,0
Chronic lower respiratory diseases,GR113-082,South Dakota,46,Female,F,45-54 years,45-54,83,1020647,8.1
Chronic lower respiratory diseases,GR113-082,South Dakota,46,Female,F,55-64 years,55-64,301,851578,35.3
Chronic lower respiratory diseases,GR113-082,South Dakota,46,Female,F,65-74 years,65-74,765,587373,130.2
Chronic lower respiratory diseases,GR113-082,South Dakota,46,Female,F,75-84 years,75-84,1289,431053,299
Chronic lower respiratory diseases,GR113-082,South Dakota,46,Female,F,85+ years,85+,1227,240888,509.4
Chronic lower respiratory diseases,GR113-082,South Dakota,46,Male,M,35-44 years,35-44,12,978326,0
Chronic lower respiratory diseases,GR113-082,South Dakota,46,Male,M,45-54 years,45-54,80,1044003,7.7
Chronic lower respiratory diseases,GR113-082,South Dakota,46,Male,M,55-64 years,55-64,357,857288,41.6
Chronic lower respiratory diseases,GR113-082,South Dakota,46,Male,M,65-74 years,65-74,971,541762,179.2
Chronic lower respiratory diseases,GR113-082,South Dakota,46,Male,M,75-84 years,75-84,1698,324522,523.2
Chronic lower respiratory diseases,GR113-082,South Dakota,46,Male,M,85+ years,85+,1328,113151,1173.7
Chronic lower respiratory diseases,GR113-082,Tennessee,47,Female,F,5-14 years,14-May,17,7595664,0
Chronic lower respiratory diseases,GR113-082,Tennessee,47,Female,F,15-24 years,15-24,37,7893021,0.5
Chronic lower respiratory diseases,GR113-082,Tennessee,47,Female,F,25-34 years,25-34,67,7936610,0.8
Chronic lower respiratory diseases,GR113-082,Tennessee,47,Female,F,35-44 years,35-44,297,8335503,3.6
Chronic lower respiratory diseases,GR113-082,Tennessee,47,Female,F,45-54 years,45-54,1492,8520495,17.5
Chronic lower respiratory diseases,GR113-082,Tennessee,47,Female,F,55-64 years,55-64,4439,7146853,62.1
Chronic lower respiratory diseases,GR113-082,Tennessee,47,Female,F,65-74 years,65-74,8945,4903589,182.4
Chronic lower respiratory diseases,GR113-082,Tennessee,47,Female,F,75-84 years,75-84,11203,3018814,371.1
Chronic lower respiratory diseases,GR113-082,Tennessee,47,Female,F,85+ years,85+,7474,1281928,583
Chronic lower respiratory diseases,GR113-082,Tennessee,47,Male,M,< 1 year,1,11,768224,0
Chronic lower respiratory diseases,GR113-082,Tennessee,47,Male,M,1-4 years,4-Jan,18,3068902,0
Chronic lower respiratory diseases,GR113-082,Tennessee,47,Male,M,5-14 years,14-May,45,7958828,0.6
Chronic lower respiratory diseases,GR113-082,Tennessee,47,Male,M,15-24 years,15-24,57,8124552,0.7
Chronic lower respiratory diseases,GR113-082,Tennessee,47,Male,M,25-34 years,25-34,75,7845327,1
Chronic lower respiratory diseases,GR113-082,Tennessee,47,Male,M,35-44 years,35-44,232,8114500,2.9
Chronic lower respiratory diseases,GR113-082,Tennessee,47,Male,M,45-54 years,45-54,1260,8096785,15.6
Chronic lower respiratory diseases,GR113-082,Tennessee,47,Male,M,55-64 years,55-64,4490,6576931,68.3
Chronic lower respiratory diseases,GR113-082,Tennessee,47,Male,M,65-74 years,65-74,9211,4206179,219
Chronic lower respiratory diseases,GR113-082,Tennessee,47,Male,M,75-84 years,75-84,11187,2041026,548.1
Chronic lower respiratory diseases,GR113-082,Tennessee,47,Male,M,85+ years,85+,5439,546717,994.8
Chronic lower respiratory diseases,GR113-082,Texas,48,Female,F,< 1 year,1,25,3510257,0.7
Chronic lower respiratory diseases,GR113-082,Texas,48,Female,F,1-4 years,4-Jan,37,13786895,0.3
Chronic lower respiratory diseases,GR113-082,Texas,48,Female,F,5-14 years,14-May,86,34053664,0.3
Chronic lower respiratory diseases,GR113-082,Texas,48,Female,F,15-24 years,15-24,60,33245249,0.2
Chronic lower respiratory diseases,GR113-082,Texas,48,Female,F,25-34 years,25-34,151,33306520,0.5
Chronic lower respiratory diseases,GR113-082,Texas,48,Female,F,35-44 years,35-44,528,32953325,1.6
Chronic lower respiratory diseases,GR113-082,Texas,48,Female,F,45-54 years,45-54,2475,30620196,8.1
Chronic lower respiratory diseases,GR113-082,Texas,48,Female,F,55-64 years,55-64,8562,23354187,36.7
Chronic lower respiratory diseases,GR113-082,Texas,48,Female,F,65-74 years,65-74,19886,14928082,133.2
Chronic lower respiratory diseases,GR113-082,Texas,48,Female,F,75-84 years,75-84,30049,9009694,333.5
Chronic lower respiratory diseases,GR113-082,Texas,48,Female,F,85+ years,85+,22349,3811624,586.3
Chronic lower respiratory diseases,GR113-082,Texas,48,Male,M,< 1 year,1,34,3662651,0.9
Chronic lower respiratory diseases,GR113-082,Texas,48,Male,M,1-4 years,4-Jan,56,14401287,0.4
Chronic lower respiratory diseases,GR113-082,Texas,48,Male,M,5-14 years,14-May,125,35526410,0.4
Chronic lower respiratory diseases,GR113-082,Texas,48,Male,M,15-24 years,15-24,149,35404964,0.4
Chronic lower respiratory diseases,GR113-082,Texas,48,Male,M,25-34 years,25-34,174,34138863,0.5
Chronic lower respiratory diseases,GR113-082,Texas,48,Male,M,35-44 years,35-44,450,32909191,1.4
Chronic lower respiratory diseases,GR113-082,Texas,48,Male,M,45-54 years,45-54,2341,30074006,7.8
Chronic lower respiratory diseases,GR113-082,Texas,48,Male,M,55-64 years,55-64,9048,21910688,41.3
Chronic lower respiratory diseases,GR113-082,Texas,48,Male,M,65-74 years,65-74,21712,12935877,167.8
Chronic lower respiratory diseases,GR113-082,Texas,48,Male,M,75-84 years,75-84,29258,6465109,452.6
Chronic lower respiratory diseases,GR113-082,Texas,48,Male,M,85+ years,85+,16927,1837590,921.2
Chronic lower respiratory diseases,GR113-082,Utah,49,Female,F,25-34 years,25-34,15,3751578,0
Chronic lower respiratory diseases,GR113-082,Utah,49,Female,F,35-44 years,35-44,52,3131465,1.7
Chronic lower respiratory diseases,GR113-082,Utah,49,Female,F,45-54 years,45-54,215,2733577,7.9
Chronic lower respiratory diseases,GR113-082,Utah,49,Female,F,55-64 years,55-64,657,2118365,31
Chronic lower respiratory diseases,GR113-082,Utah,49,Female,F,65-74 years,65-74,1327,1359602,97.6
Chronic lower respiratory diseases,GR113-082,Utah,49,Female,F,75-84 years,75-84,1903,833462,228.3
Chronic lower respiratory diseases,GR113-082,Utah,49,Female,F,85+ years,85+,1443,347719,415
Chronic lower respiratory diseases,GR113-082,Utah,49,Male,M,25-34 years,25-34,13,3923457,0
Chronic lower respiratory diseases,GR113-082,Utah,49,Male,M,35-44 years,35-44,37,3240288,1.1
Chronic lower respiratory diseases,GR113-082,Utah,49,Male,M,45-54 years,45-54,221,2736433,8.1
Chronic lower respiratory diseases,GR113-082,Utah,49,Male,M,55-64 years,55-64,840,2044160,41.1
Chronic lower respiratory diseases,GR113-082,Utah,49,Male,M,65-74 years,65-74,1862,1231495,151.2
Chronic lower respiratory diseases,GR113-082,Utah,49,Male,M,75-84 years,75-84,2391,665691,359.2
Chronic lower respiratory diseases,GR113-082,Utah,49,Male,M,85+ years,85+,1361,202336,672.6
Chronic lower respiratory diseases,GR113-082,Vermont,50,Female,F,35-44 years,35-44,18,815830,0
Chronic lower respiratory diseases,GR113-082,Vermont,50,Female,F,45-54 years,45-54,89,938835,9.5
Chronic lower respiratory diseases,GR113-082,Vermont,50,Female,F,55-64 years,55-64,306,779606,39.3
Chronic lower respiratory diseases,GR113-082,Vermont,50,Female,F,65-74 years,65-74,757,494210,153.2
Chronic lower respiratory diseases,GR113-082,Vermont,50,Female,F,75-84 years,75-84,1134,315657,359.3
Chronic lower respiratory diseases,GR113-082,Vermont,50,Female,F,85+ years,85+,997,158823,627.7
Chronic lower respiratory diseases,GR113-082,Vermont,50,Male,M,35-44 years,35-44,11,790110,0
Chronic lower respiratory diseases,GR113-082,Vermont,50,Male,M,45-54 years,45-54,73,905517,8.1
Chronic lower respiratory diseases,GR113-082,Vermont,50,Male,M,55-64 years,55-64,319,760927,41.9
Chronic lower respiratory diseases,GR113-082,Vermont,50,Male,M,65-74 years,65-74,728,454845,160.1
Chronic lower respiratory diseases,GR113-082,Vermont,50,Male,M,75-84 years,75-84,1152,232200,496.1
Chronic lower respiratory diseases,GR113-082,Vermont,50,Male,M,85+ years,85+,728,72222,1008
Chronic lower respiratory diseases,GR113-082,Virginia,51,Female,F,5-14 years,14-May,26,9433360,0.3
Chronic lower respiratory diseases,GR113-082,Virginia,51,Female,F,15-24 years,15-24,33,10021224,0.3
Chronic lower respiratory diseases,GR113-082,Virginia,51,Female,F,25-34 years,25-34,51,10241334,0.5
Chronic lower respiratory diseases,GR113-082,Virginia,51,Female,F,35-44 years,35-44,183,10946986,1.7
Chronic lower respiratory diseases,GR113-082,Virginia,51,Female,F,45-54 years,45-54,877,11020000,8
Chronic lower respiratory diseases,GR113-082,Virginia,51,Female,F,55-64 years,55-64,2874,8684752,33.1
Chronic lower respiratory diseases,GR113-082,Virginia,51,Female,F,65-74 years,65-74,6975,5579774,125
Chronic lower respiratory diseases,GR113-082,Virginia,51,Female,F,75-84 years,75-84,10919,3434763,317.9
Chronic lower respiratory diseases,GR113-082,Virginia,51,Female,F,85+ years,85+,8193,1508404,543.2
Chronic lower respiratory diseases,GR113-082,Virginia,51,Male,M,1-4 years,4-Jan,15,3859053,0
Chronic lower respiratory diseases,GR113-082,Virginia,51,Male,M,5-14 years,14-May,43,9835244,0.4
Chronic lower respiratory diseases,GR113-082,Virginia,51,Male,M,15-24 years,15-24,39,10614839,0.4
Chronic lower respiratory diseases,GR113-082,Virginia,51,Male,M,25-34 years,25-34,70,10348245,0.7
Chronic lower respiratory diseases,GR113-082,Virginia,51,Male,M,35-44 years,35-44,173,10690025,1.6
Chronic lower respiratory diseases,GR113-082,Virginia,51,Male,M,45-54 years,45-54,775,10537093,7.4
Chronic lower respiratory diseases,GR113-082,Virginia,51,Male,M,55-64 years,55-64,2972,8070382,36.8
Chronic lower respiratory diseases,GR113-082,Virginia,51,Male,M,65-74 years,65-74,7013,4813026,145.7
Chronic lower respiratory diseases,GR113-082,Virginia,51,Male,M,75-84 years,75-84,9707,2385123,407
Chronic lower respiratory diseases,GR113-082,Virginia,51,Male,M,85+ years,85+,5580,675949,825.5
Chronic lower respiratory diseases,GR113-082,Washington,53,Female,F,15-24 years,15-24,18,8273871,0
Chronic lower respiratory diseases,GR113-082,Washington,53,Female,F,25-34 years,25-34,48,8588166,0.6
Chronic lower respiratory diseases,GR113-082,Washington,53,Female,F,35-44 years,35-44,148,8805568,1.7
Chronic lower respiratory diseases,GR113-082,Washington,53,Female,F,45-54 years,45-54,734,8942860,8.2
Chronic lower respiratory diseases,GR113-082,Washington,53,Female,F,55-64 years,55-64,2702,7265504,37.2
Chronic lower respiratory diseases,GR113-082,Washington,53,Female,F,65-74 years,65-74,6375,4513616,141.2
Chronic lower respiratory diseases,GR113-082,Washington,53,Female,F,75-84 years,75-84,10244,2799511,365.9
Chronic lower respiratory diseases,GR113-082,Washington,53,Female,F,85+ years,85+,8199,1371974,597.6
Chronic lower respiratory diseases,GR113-082,Washington,53,Male,M,5-14 years,14-May,20,8445794,0.2
Chronic lower respiratory diseases,GR113-082,Washington,53,Male,M,15-24 years,15-24,31,8847437,0.4
Chronic lower respiratory diseases,GR113-082,Washington,53,Male,M,25-34 years,25-34,54,8968471,0.6
